Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.13044504,12.17042554,11.02415801,11.42691286,12.13749813,11.44959475,13.927222,12.05678496,11.26273255,10.70314756,9.871496377,10.04892342,10.04105149,11.00810415,9.971277761,9.275879834,10.70573626,9.777644642,9.123308652,8.670862985,8.684706751,7.735291816,6.833498701,7.120299943,6.336521381,5.911867775,6.176665194,5.78145978,5.761494164,,,
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.101844805,1.131985212,1.29853669,1.261517476,1.44982103,1.515492748,1.600700939,1.793576202,2.022052177,2.132252896,2.202727156,2.206173355,2.391984205,2.115178473,1.922124646,2.051166604,2.204219888,2.203696042,2.171688352,2.049758916,2.128906748,2.126723148,2.179053775,2.11480116,2.097355463,2.280756783,2.352434731,2.224840963,2.363757648,,,
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.635596776,2.535561112,2.447801991,2.658535391,2.535995092,2.540181463,2.439998203,2.448645025,2.468804597,2.532050158,2.531711792,2.377310115,2.524241794,2.598549059,2.596647581,2.684487229,2.786777459,2.942022144,2.994189217,3.191554214,3.144747525,3.222459523,3.387554626,3.406123235,3.566208834,3.674232947,3.535019927,3.505747662,3.591657418,,,
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.664181237,1.733828908,1.788773439,1.918793856,1.982260191,2.180070302,2.166093446,2.199762914,2.222977209,2.174741782,2.27399406,2.37555836,2.525412715,2.85847122,3.243068857,3.602354556,3.909698378,4.190679738,4.284171526,4.514617596,4.905964443,5.303513307,5.402903642,5.560037957,5.531295897,5.485853728,5.457489305,5.538054938,5.692966704,,,
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.279486681,1.318680606,1.328020711,1.345235491,1.380458736,1.417349407,1.460995955,1.495648131,1.515138106,1.532576137,1.560984792,1.56824423,1.592868602,1.629521995,1.689527909,1.734342642,1.79669607,1.882785912,1.930507152,1.959265712,2.01910782,2.065930584,2.131382799,2.125598135,2.203573699,2.194776637,2.199832227,2.247696677,2.27814572,,,
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.494467181,2.56959646,2.631886473,2.758994094,2.855636497,3.056186324,3.059596868,3.090488012,3.055468701,3.042058843,3.16843593,3.259852218,3.409225734,3.717593082,4.084304076,4.413761948,4.690112274,4.976091688,5.032380069,5.221767283,5.629335017,6.03338434,6.140533879,6.282522892,6.221853048,6.169123176,6.140696976,6.210897145,6.333951297,,,
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47297863,10.1021025,9.272270022,8.392714245,7.425542151,7.19776674,6.969145033,6.592556263,6.527595563,6.488402984,6.642567475,6.623946572,6.705821987,6.943980995,6.986193767,6.98401667,7.302919151,7.407395591,7.540513115,6.881827327,7.228299907,7.600183593,7.535649836,7.341913267,7.082278352,6.847536465,6.877673952,6.974274751,7.074186513,,,
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.476404188,9.313159472,8.787908557,8.291101066,7.823044348,7.750883072,7.773042005,7.500906097,7.480275087,7.412186904,7.482233767,7.536590026,7.534541456,7.736437694,7.746773263,7.700595246,7.830302915,7.791847224,7.728847371,7.102229887,7.368814379,7.364106235,7.290740866,7.108912056,6.768822481,6.694389172,6.685451312,6.72214357,6.690480926,,,
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52478792,1.543092579,1.605990072,1.472431592,1.519450528,1.726725973,1.92170172,1.970471048,1.916637107,1.665312529,1.685181983,1.813443017,1.794808294,1.792114963,1.86961392,1.963714462,2.070503967,2.069030061,2.083141278,2.195011213,2.308289711,2.328802664,2.367181443,2.510270112,2.582775445,2.511716305,2.365516075,2.249579931,2.3138123,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.546643045,1.556651239,1.573291557,1.533550334,1.414663436,1.473833913,1.521501838,1.602039836,1.650597772,1.698422517,1.639654809,1.781970868,1.786947211,1.80210112,1.92376988,2.126355881,2.200103104,2.329350025,2.374802949,2.409447321,2.374299739,2.385091523,2.457816414,2.380304602,2.395917008,2.444220788,2.477154638,2.474943902,2.502042142,,,
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.426550227,8.436013426,8.161265662,7.959097223,7.930731514,8.065635337,8.224544715,8.116532124,8.230464269,8.162177768,8.193095564,8.307852,8.281611084,8.412114548,8.407040018,8.337927388,8.250444284,8.097066507,7.886537039,7.271241416,7.441198787,7.179990668,7.077063508,6.914721029,6.523711594,6.646295189,6.617182762,6.613176931,6.454837567,,,
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.19489784,0.281421994,0.329060654,0.362939026,0.396090631,0.378099046,0.276463569,0.290514219,0.279181805,0.29477147,0.274076513,0.265285439,0.250017556,0.212265177,0.178191487,0.170196293,0.146925246,0.150644888,0.157706966,0.180462226,0.193839951,0.198082983,0.205348482,0.194446721,0.195465323,0.210964653,0.231696216,,,
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53215372,5.702608834,5.937021047,5.541234933,5.776615746,6.056280767,5.7683844,6.206345601,6.369906713,6.891100141,7.230107062,7.216328687,7.548593756,7.553396261,7.817921366,8.029202013,7.698212588,7.842252303,7.053994261,6.200857038,5.866642426,5.87043576,5.756947029,5.208060181,5.18406686,5.517944386,5.314294607,5.654039569,5.5203504,,,
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31747403,20.08564581,15.51114709,12.26133236,12.22552399,11.29724063,12.15744062,12.02542273,11.73028144,10.93333257,10.60856058,11.01493752,10.77319027,12.27821875,12.41789292,12.63678471,11.7982492,14.80591938,13.67895953,11.21006508,14.17976304,13.59761164,12.68621059,14.55997244,13.55602128,11.68459648,11.89399524,12.35782429,12.103085,,,
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048237691,0.04696636,0.029558418,0.036400784,0.040956131,0.045049857,0.048740284,0.050413985,0.051673614,0.049422619,0.053756289,0.064554538,0.065153462,0.069557428,0.071794657,0.06614596,0.06879927,0.075240774,0.082975305,0.081305656,0.07382477,0.083647726,0.09123558,0.107772863,0.125695423,0.127732852,0.144300199,0.145300853,0.149050931,,,
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.472880884,8.355288111,8.060522613,7.891457628,7.84294042,7.953597625,8.168834954,7.995990102,7.965992524,7.824787373,7.831506747,7.951092724,7.916832032,8.102731053,8.084480756,8.010662536,8.002438546,7.883806504,7.682107735,7.097331958,7.281549193,7.072379569,6.927204679,6.742973717,6.400223817,6.516388833,6.51892253,6.559142922,6.424038741,,,
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013529026,0.994020932,0.957228096,0.999225493,0.986970642,0.984017544,0.999680865,1.019872005,0.9241149,0.861589546,0.879276031,0.905070309,0.894082821,0.855964176,0.857504049,0.932185056,0.885043709,0.854549086,0.884775167,0.873336074,0.913330587,0.900283901,0.936360375,0.941897371,0.952647594,0.88060785,0.863007498,0.858046834,0.868444604,,,
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94169357,10.99578359,10.36891768,10.55177326,11.77792413,10.98126587,12.20979777,11.79415293,11.11284025,10.93994472,10.64485611,11.77523242,12.19859716,13.75595769,12.94525123,10.57167082,12.72627979,12.3092166,10.66360723,10.14821298,11.6587537,10.22962464,9.126388006,9.227846733,8.451871936,7.814537412,8.318012674,7.808338601,8.04275205,,,
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.001955873,0.992659757,1.020860478,0.993427484,0.979614868,0.980103891,1.045399668,1.009163202,0.974819658,0.99218407,1.048074564,1.326906845,1.128478504,1.32340291,1.785137871,1.557924358,1.65485119,1.506843581,1.135616237,1.136315713,1.349125859,1.285539075,1.190661973,1.305449849,1.511921676,1.738365614,1.99448422,2.062772092,2.150561976,,,
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.122359687,6.500930535,6.264271583,5.913536994,5.806442913,5.916505458,6.15800738,5.989176224,6.333336679,6.198684398,6.12747794,6.142043233,6.005475326,6.054152566,6.027439546,6.027601801,5.840804198,5.669031385,5.564429,5.314414422,5.350658925,5.104312275,5.12231119,5.10055617,4.592376829,4.666086597,4.686612202,4.727575622,4.619241205,,,
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.084962421,1.058700109,1.037442233,1.115915748,1.10792071,1.198454915,1.201412121,1.206283811,1.210371957,1.399645423,1.308081138,1.49669791,1.50060024,1.507514015,1.328600983,1.340456904,1.158871645,1.262491381,1.068832835,1.160003093,1.243947716,1.321727309,1.303004356,1.377587569,1.542439777,1.525197154,1.598011364,,,
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.349689782,4.457949241,4.598168911,4.564130402,4.199566423,4.249039818,4.24100404,4.231897467,4.213455538,4.019822227,3.801820152,3.640676371,3.360992308,3.325893635,3.272299651,3.329617777,2.824890361,2.750303043,2.719721206,2.676992208,2.936928084,3.347918147,3.332043571,3.136918225,2.919628984,2.813589432,2.843792613,2.276236287,2.175272204,,,
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.724252827,9.931929003,9.603614785,9.364743235,9.252278701,9.036517846,9.363736624,8.956743523,8.976845013,8.901466411,9.001483618,9.209793836,8.930869498,9.088047281,9.040489079,8.950152419,8.901697739,8.62913807,8.322844364,7.468655396,7.67592643,7.025424601,7.332471327,7.064902559,6.421598191,6.148544958,5.774741668,5.546265944,5.398708138,,,
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.974177426,5.275129759,4.118190212,3.276251756,2.158775007,1.756223321,1.41594528,1.268990897,1.175886457,1.08727237,1.169940333,0.876849261,0.74399619,0.79964856,0.858087153,1.086491654,1.211231882,1.458489523,1.25764951,1.473356755,1.404919065,1.735685453,1.928196018,2.108848881,2.277240447,2.469615674,2.58886306,2.583151735,2.538541691,,,
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188854549,0.168339541,0.196763056,0.198053537,0.208916042,0.218054975,0.234216124,0.239544671,0.332295428,0.349769877,0.297735601,0.314320105,0.36648534,0.343609358,0.311202422,0.321802121,0.376691475,0.394096032,0.363268589,0.411651296,0.449966654,0.480941312,0.546997679,0.564123667,0.527833773,0.543283052,0.495401526,0.507529429,0.541201382,,,
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157423742,0.156084161,0.156342316,0.156585939,0.158167092,0.159567934,0.16479581,0.168361791,0.173010997,0.177535105,0.180809115,0.186525449,0.189842229,0.194216973,0.19830313,0.201985052,0.204138182,0.208023421,0.206391016,0.212755922,0.245286381,0.251428464,0.233758216,0.200131812,0.200879385,0.222181479,0.241088377,0.246115273,0.251323233,,,
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198829002,0.201476622,0.194651749,0.197952418,0.191917706,0.194935747,0.188988662,0.191583328,0.201918386,0.203583381,0.182134433,0.227929445,0.213635195,0.206907254,0.213828846,0.220243628,0.226209656,0.243925344,0.25454511,0.27581816,0.24537154,0.243487784,0.241467281,0.2240659,0.2569123,0.254091837,0.246610961,0.243913456,0.249989913,,,
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174311597,0.170422306,0.176409537,0.182093326,0.168800904,0.165312026,0.162040267,0.176599662,0.147266219,0.161409119,0.12486421,0.122238928,0.119573934,0.155848568,0.159879162,0.156141839,0.159700112,0.162942025,0.152045426,0.154994878,0.157624804,0.159949226,0.155765084,0.157742199,0.165442295,0.161178259,0.168309177,0.164100679,0.165394728,,,
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143133868,0.161721082,0.156505369,2.139906665,2.066378765,2.01301211,2.927241569,3.038442826,2.882742222,3.128410956,3.876736283,4.321931666,6.121010711,7.514526629,10.1122953,10.79347375,11.6763162,9.188424775,10.43168351,10.71441644,10.08859311,9.839278277,9.707222037,8.68626511,7.20858472,6.110005776,4.608366984,4.461144462,5.095625096,,,
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.416057913,7.346951195,7.51798648,7.465286989,7.583999957,7.843097899,7.801070809,7.856482991,8.127412607,8.121394969,8.741595261,8.894202354,8.860741613,9.170878298,9.114442251,9.278882901,9.137630869,9.441123674,9.064040547,8.529742954,7.874949613,7.613756775,7.251237686,6.609995923,6.385178381,6.285069342,6.203617289,6.211250006,6.08317505,,,
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.141931733,1.244013187,1.646751269,1.526966224,1.610549097,1.695151866,1.881132244,1.969143521,2.254393617,2.147829228,2.042066571,2.227775518,2.315797599,2.403776814,2.20420524,2.388732825,2.477653472,2.662027134,2.749935993,7.65689546,2.73000273,2.715711797,3.908722034,2.958251673,2.295684114,2.46343622,2.539383111,2.615581651,2.691814193,,,
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434248626,0.433481836,0.5060742,0.521928185,0.540970172,0.617296792,0.587456968,0.607135726,0.75048331,0.724953006,0.81278639,0.826344294,0.861904465,0.848950177,0.847650879,0.889692633,0.871090028,0.920826916,0.818091229,0.846417084,0.802962926,0.808455592,0.821948835,0.864797689,0.911388475,1.049628073,1.103130021,1.026267857,1.113969273,,,
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.587502321,1.544708567,1.442700736,1.445353057,1.857962092,2.009725495,2.076758574,2.269204129,2.321638466,2.321002673,2.22306145,2.200733757,2.175112683,2.174082255,2.23939539,1.983499429,1.782041577,2.143401605,2.142431526,2.166592218,2.34845149,2.433416796,2.647645978,2.607730208,2.698556796,2.671242962,2.994698994,2.992706568,3.13219265,,,
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44156557,11.40152593,11.35095343,11.36431021,11.4756011,11.54549713,11.81849463,11.95432762,11.88294862,11.89436765,12.09310058,12.07505693,11.91245367,12.03715867,12.09143559,12.05451083,11.9081518,11.96574266,11.63050687,10.89984491,11.28396356,11.02048245,10.83243162,10.85233803,10.6179137,10.51965714,10.37375995,10.2650976,10.25471536,,,
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496437957,0.482485956,0.522434461,0.539446717,0.589298661,0.679627466,0.668957349,0.673205304,0.757185424,0.747208909,0.766597054,0.866421245,0.884653456,0.952672711,1.044905823,0.942487862,1.051832553,1.10264173,1.083830193,0.999904304,0.98707936,1.03529556,1.05778565,1.061541686,1.056324778,1.083079554,1.013936886,0.954500448,1.019032757,,,
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153418229,0.147742454,0.142079949,0.149624037,0.155793186,0.157987394,0.158243394,0.164214545,0.169566907,0.16974402,0.16759215,0.170640771,0.175891818,0.178815774,0.183576468,0.190376209,0.201714323,0.211535666,0.217545016,0.223977114,0.234773261,0.245746608,0.248699655,0.249568122,0.257196864,0.263170205,0.267501973,0.269329933,0.271687567,,,
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.255481261,3.120053606,3.269360801,3.367052403,3.187859736,3.333311688,3.366178073,3.759713512,4.075341975,4.101850885,4.039565813,4.465488057,4.713895812,5.021611986,4.904056126,4.981270932,5.014892747,5.310637492,5.044428795,4.719894471,4.530399422,4.447951723,4.091332795,4.004051988,3.855238394,3.968023629,4.058117805,4.238057612,4.055928762,,,
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144929287,0.139302715,0.12295937,0.093825177,0.024992377,0.11621137,0.134393061,0.158142712,0.160250921,0.165883927,0.173680812,0.185856117,0.209043758,0.203368319,0.184589904,0.185964791,0.184059899,0.214842318,0.210437492,0.20310172,0.247253128,0.27721894,0.243880502,0.26248304,0.290074696,0.31040976,0.313653831,0.306855526,0.299374738,,,
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.498947174,6.222646384,5.593412349,5.636482777,5.586195195,5.56009242,5.669542299,5.538125216,5.586091557,5.65663788,5.350127818,5.526339141,5.476143976,5.748526687,5.57922088,5.547698959,5.506698691,5.356123543,5.282825944,4.773188728,4.787988988,4.704300469,4.377864437,4.120050759,4.117988322,4.407180392,4.532290173,4.755839977,4.745506244,,,
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57133474,2.567548086,2.509287221,2.483128539,2.427471905,2.507570975,2.500680858,2.499755051,2.486517579,2.452771009,2.515438075,2.561532704,2.636007914,2.816631097,3.025063052,3.210125834,3.397524351,3.573125268,3.653054974,3.712732231,3.952131016,4.179312224,4.262940384,4.328433708,4.323545653,4.260951375,4.232884213,4.286637075,4.373767894,,,
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17135316,2.164358892,2.111789868,2.084687991,2.032083253,2.090937329,2.08271232,2.077342068,2.064653812,2.034639576,2.079591861,2.113257508,2.166942457,2.302098504,2.462012757,2.602765377,2.743801925,2.874505275,2.928384411,2.962251998,3.141454082,3.308580397,3.360309317,3.401717784,3.390799912,3.334134215,3.308646228,3.345407897,3.404587801,,,
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501678434,0.499805953,0.49005363,0.478532675,0.457282717,0.451438024,0.457948213,0.454932645,0.463653447,0.466838542,0.465684952,0.474575718,0.474295187,0.469064359,0.482082282,0.49477523,0.504687524,0.513449667,0.511737913,0.492098301,0.508359131,0.516117913,0.499625187,0.499436782,0.505140507,0.502852081,0.521813487,0.544552179,0.560235135,,,
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993315,1.006457864,1.021442537,1.021978582,0.967690372,0.932491701,0.936301502,0.915041634,0.922483414,0.926743595,0.923255664,0.933835726,0.923625929,0.893272504,0.918951435,0.921961183,0.930733254,0.931557932,0.912422804,0.848317377,0.87361116,0.886579606,0.836484338,0.847874105,0.845222431,0.827312986,0.856887661,0.883748917,0.920386827,,,
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815761138,0.876744877,0.910355784,0.97185669,1.015535177,1.131545133,1.17297927,1.270396477,1.269366929,1.337342815,1.324594286,1.407609164,1.40809308,1.522267724,1.536865336,1.52194445,1.587749693,1.635207076,1.601819308,1.653210477,1.724073581,1.960133257,1.959133194,1.804251041,1.920799967,1.899658692,1.89244089,2.01367107,2.178461553,,,
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250988842,0.24137364,0.218951614,0.201437618,0.197282975,0.206584394,0.214444848,0.220595191,0.22978189,0.232321551,0.232368203,0.240593128,0.245662559,0.253569438,0.260385812,0.278206527,0.288757735,0.301520508,0.308534335,0.3113664,0.322658369,0.327341327,0.327805353,0.321382423,0.331125701,0.33666702,0.350049011,0.370624311,0.37549488,,,
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644102026,0.681429666,0.693121231,0.703544619,0.727526089,0.768837675,0.790663149,0.82074131,0.823779815,0.870943498,0.88982752,0.887330155,0.903241998,0.913962074,0.962435743,0.991399583,1.041839796,1.129216789,1.185904772,1.288080997,1.349214466,1.408315593,1.507820975,1.535560059,1.649327519,1.641198393,1.648359053,1.7191902,1.799825446,,,
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.821920709,8.915649356,8.877510588,8.869598723,9.166145367,9.288300593,9.616468408,9.838954148,10.41561173,10.727642,11.20053906,11.61592792,11.20055789,11.06462346,11.02140354,11.24542479,11.18731296,10.68893384,10.32398836,9.044456081,8.909784865,7.938719028,8.066036269,7.7252209,7.632456943,7.866937107,8.140330807,7.806734135,7.624325193,,,
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.179919204,3.773815525,3.970712947,3.872495572,4.310569057,4.433401953,4.498601242,4.615569149,4.577483129,5.037123341,5.192507788,5.282388202,5.479989456,5.73492512,6.087051699,6.467672496,6.955874102,7.341826081,7.405511612,7.561621704,7.468427156,7.526365761,7.56050966,7.746663092,7.88309479,7.672481325,7.613494401,7.694930979,7.693012599,,,
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.722922057,2.614389023,3.661954687,4.683175551,5.104059767,4.769386514,4.725961363,5.400759035,3.683584355,2.833515795,3.173517079,3.482294289,3.185073337,2.810738816,2.861232178,3.277211413,3.056310879,2.775584118,3.031099525,3.711021205,4.042434704,4.264563037,4.761992564,4.902424856,4.906435262,4.559450509,4.70764886,4.641199885,4.895195361,,,
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65228038,7.408930282,7.469633069,7.507820647,7.856522605,7.477530022,8.441297654,7.929833879,7.84536959,7.642917143,7.930157714,7.579798434,7.790681093,7.702377375,7.943192479,7.717349545,7.669973863,7.638830938,6.868002041,6.624824568,6.162727447,5.924504881,5.799523566,6.269999135,6.261721637,6.227045327,6.171017681,6.319161328,6.237224322,,,
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.253218884,6.975146494,7.195002928,7.698156244,8.031116873,8.434625789,8.56113844,8.733721727,8.625020935,8.649795918,9.063444109,8.999844696,9.296803653,9.401019478,9.27595829,8.800738806,9.120036293,9.274244091,9.125985114,8.779523352,9.248911276,8.990702825,9.61506858,8.313170792,7.876383023,7.892507249,7.636321086,7.579217977,6.976403837,,,
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.145018163,7.119107279,7.082581542,6.984291424,6.901240953,7.32562417,7.248469279,7.303872086,7.492433586,7.607835904,7.662168039,7.662604587,7.772129648,8.064459423,8.18943091,8.173783296,8.02576652,7.860768048,7.564248301,6.718970261,6.836836362,6.680594156,6.327708948,5.751739866,5.387310957,5.56325971,5.498165205,5.437857549,5.376374339,,,
